 62221 1015.21 3187.94 13.180  0.676 12.504  78   2 0.014  984   4 0.011
 62222  962.02 3199.84 16.521  2.639 13.882  80   0 0.011  987   1 0.005
 62228 1005.02 3345.02 15.367  2.560 12.807  80   0 0.013  986   2 0.010
 62231 1006.04 3363.36 16.506  3.633 12.874  80   0 0.043  988   0 0.018
 62258  931.58 3057.29 15.934  1.702 14.233  79   1 0.005  984   4 0.004
 62259 1088.11 3064.34 15.798  1.020 14.778  80   0 0.004  986   2 0.004
 62261 1080.70 3113.73 16.621  1.905 14.716  80   0 0.006  986   2 0.004
 62264  958.85 3210.33 16.818  1.971 14.847  80   0 0.008  985   3 0.005
 62265  936.80 3213.27 16.710  1.841 14.868  80   0 0.008  986   2 0.005
 62266  911.51 3222.13 16.005  2.013 13.992  80   0 0.006  985   3 0.004
 62275  998.97 3356.34 15.359  1.016 14.343  79   1 0.004  985   3 0.008
 62334 1036.23 3060.18 16.876  1.646 15.230  80   0 0.007  988   0 0.005
 62335 1001.69 3062.68 17.489  1.840 15.649  80   0 0.052  988   0 0.041
 62343 1052.32 3092.59 17.295  1.676 15.620  80   0 0.010  986   2 0.006
 62347 1096.30 3114.18 16.969  1.655 15.314  80   0 0.008  986   2 0.006
 62350 1026.43 3140.31 17.672  1.956 15.716  80   0 0.012  986   2 0.007
 62357 1080.26 3181.09 16.663  1.641 15.022  80   0 0.006  987   1 0.005
 62360 1063.33 3197.48 16.786  1.169 15.618  80   0 0.008  986   2 0.007
 62361  941.07 3199.17 16.785  1.148 15.637  80   0 0.008  986   2 0.007
 62363 1027.60 3225.98 17.304  1.521 15.783  80   0 0.013  988   0 0.011
 62367  978.58 3256.40 17.238  1.816 15.422  80   0 0.009  987   1 0.007
 62368 1027.41 3256.59 17.209  1.715 15.495  80   0 0.008  986   2 0.006
 62371 1003.30 3267.89 16.948  1.854 15.094  80   0 0.009  987   1 0.006
 62372  976.77 3270.60 16.789  1.789 15.000  80   0 0.007  983   5 0.005
 62379 1082.42 3297.57 17.288  1.859 15.430  80   0 0.010  987   1 0.007
 62384 1084.07 3306.09 17.623  1.866 15.757  80   0 0.010  985   3 0.008
 62386  972.10 3309.87 17.409  2.110 15.299  79   1 0.011  983   5 0.006
 62389  972.19 3331.66 17.511  2.250 15.261  80   0 0.011  986   2 0.006
 62390  939.86 3348.25 17.101  1.773 15.328  80   0 0.008  986   2 0.006
 62391 1014.53 3355.29 16.979  1.821 15.158  80   0 0.008  985   3 0.009
 62395  958.17 3368.65 17.224  1.866 15.359  79   1 0.009  983   5 0.007
 62449  968.97 3058.04 18.450  1.915 16.535  80   0 0.019  987   1 0.012
 62452  935.88 3065.58 18.151  1.654 16.497  80   0 0.016  986   2 0.014
 62454 1035.15 3072.49 18.046  1.910 16.136  80   0 0.016  987   1 0.009
 62456  976.85 3081.77 18.062  1.560 16.501  80   0 0.015  987   1 0.011
 62460  959.20 3097.33 18.745  2.292 16.452  80   0 0.028  985   3 0.011
 62462 1053.57 3106.18 17.663  1.553 16.110  80   0 0.012  986   2 0.010
 62463 1010.99 3112.32 17.781  1.799 15.983  80   0 0.010  985   3 0.008
 62466 1086.52 3132.26 17.852  1.585 16.268  80   0 0.012  987   1 0.009
 62470 1064.42 3184.09 17.839  1.740 16.099  80   0 0.012  987   1 0.009
 62471 1006.49 3187.73 18.052  1.412 16.639  79   1 0.059  984   4 0.070
 62472 1073.20 3189.26 17.898  1.635 16.263  80   0 0.013  987   1 0.011
 62473 1009.70 3191.86 18.568  1.641 16.928  80   0 0.180  987   1 0.141
 62475 1069.30 3194.14 17.923  1.414 16.509  80   0 0.017  988   0 0.015
 62479 1044.03 3212.74 17.113  1.209 15.904  80   0 0.008  987   1 0.008
 62486 1064.00 3231.76 18.225  1.582 16.643  80   0 0.020  987   1 0.013
 62491 1037.36 3250.96 18.313  1.657 16.656  80   0 0.015  986   2 0.014
 62495 1097.43 3275.92 18.237  1.619 16.618  79   0 0.019  986   2 0.012
 62496 1096.56 3296.38 17.226  1.450 15.776  80   0 0.009  986   2 0.008
 62510  972.29 3054.69 18.936  1.637 17.299  79   0 0.028  986   2 0.023
 62513 1054.16 3109.66 18.146  1.695 16.451  80   0 0.018  985   3 0.013
 62514 1008.69 3116.17 19.221  1.442 17.779  79   0 0.038  985   2 0.035
 62517 1063.25 3234.76 19.090  1.484 17.605  79   0 0.032  985   3 0.029
 62607  950.03 3050.43 18.611  1.730 16.881  79   0 0.021  988   0 0.016
 62616 1046.87 3074.01 18.312  1.430 16.882  80   0 0.016  987   1 0.016
 62617  956.71 3077.00 18.671  1.675 16.996  78   0 0.022  988   0 0.016
 62623  989.16 3087.91 19.034  1.577 17.457  78   0 0.029  987   0 0.024
 62625  942.80 3090.77 18.646  1.817 16.830  79   0 0.019  988   0 0.015
 62626  951.94 3093.10 18.619  1.251 17.368  78   0 0.020  987   1 0.026
 62629  953.94 3097.00 19.113  1.529 17.585  80   0 0.033  987   1 0.029
 62631 1060.93 3102.88 18.591  1.714 16.877  79   0 0.024  985   3 0.016
 62632 1031.36 3106.96 18.337  1.353 16.984  80   0 0.017  985   3 0.017
 62634 1057.74 3106.34 99.999  9.999 18.139   0   0 9.999  986   2 0.058
 62635 1037.03 3110.69 18.903  1.722 17.181  78   0 0.028  985   3 0.019
 62636 1028.76 3112.30 18.252  1.568 16.684  80   0 0.018  988   0 0.013
 62639  922.37 3119.04 18.158  1.513 16.645  80   0 0.014  985   3 0.012
 62642 1072.75 3124.02 18.732  1.330 17.401  79   0 0.026  985   2 0.025
 62645 1032.04 3130.84 18.054  1.217 16.837  80   0 0.017  985   3 0.014
 62649  987.76 3138.49 18.832  1.684 17.149  78   0 0.023  985   3 0.018
 62657 1074.57 3168.89 19.004  1.425 17.579  79   0 0.032  986   2 0.028
 62660  972.78 3173.58 18.868  1.744 17.123  78   1 0.029  988   0 0.020
 62662 1088.23 3176.46 18.464  1.775 16.689  79   0 0.020  987   1 0.014
 62664 1016.46 3183.01 99.999  9.999 16.177   0   0 9.999  987   1 0.069
 62666 1010.09 3183.74 99.999  9.999 17.221   0   0 9.999  983   4 0.106
 62670  948.05 3199.61 18.835  1.666 17.168  79   1 0.030  983   5 0.026
 62673  944.27 3207.96 18.389  1.203 17.186  80   0 0.018  986   2 0.024
 62682  940.48 3233.56 18.435  1.622 16.812  80   0 0.018  986   2 0.017
 62689 1047.50 3245.35 17.843  1.177 16.667  80   0 0.013  987   1 0.014
 62690  970.97 3246.09 18.828  1.743 17.085  78   0 0.027  986   2 0.027
 62693  910.02 3255.78 18.847  1.575 17.271  79   0 0.027  987   1 0.025
 62699  923.82 3264.14 19.219  1.774 17.445  78   0 0.032  987   1 0.024
 62700  970.63 3265.79 18.550  1.723 16.827  79   0 0.019  987   1 0.018
 62701  963.38 3265.93 18.146  1.330 16.816  80   0 0.017  987   1 0.019
 62714 1022.32 3299.41 18.922  1.514 17.408  79   0 0.027  986   2 0.023
 62715 1035.17 3300.25 18.549  1.526 17.023  79   0 0.022  988   0 0.017
 62718  989.53 3305.75 19.015  1.749 17.266  77   1 0.026  987   1 0.021
 62719  910.42 3304.13 18.445  1.413 17.031  80   0 0.017  985   3 0.017
 62720 1074.15 3305.45 18.713  1.176 17.537  79   0 0.022  987   1 0.026
 62725  959.24 3312.40 18.618  1.361 17.257  79   0 0.020  987   1 0.021
 62726  989.95 3316.06 18.471  1.619 16.852  79   1 0.021  986   2 0.015
 62727 1029.38 3320.13 18.744  1.774 16.969  78   1 0.019  988   0 0.017
 62728  968.13 3323.16 17.961  0.998 16.963  80   0 0.013  986   2 0.020
 62731  926.54 3326.29 18.509  1.574 16.935  78   0 0.018  986   2 0.015
 62734 1038.82 3336.48 18.512  1.580 16.932  78   1 0.015  988   0 0.016
 62735 1079.81 3336.06 99.999  9.999 17.254   0   0 9.999  985   3 0.021
 62739  985.23 3340.51 18.476  1.460 17.017  79   1 0.020  986   2 0.019
 62740  999.75 3340.60 19.452  2.233 17.219  79   0 0.059  984   3 0.085
 62742  997.27 3348.37 19.340  1.913 17.427  77   1 0.054  985   2 0.107
 62743 1002.84 3349.77 99.999  9.999 16.889   0   0 9.999  988   0 0.106
 62747  926.20 3362.12 18.358  1.249 17.109  79   1 0.016  987   1 0.018
 62749  960.88 3362.62 18.926  1.692 17.234  79   0 0.022  988   0 0.024
 62751  950.81 3366.43 18.782  1.637 17.145  77   1 0.023  986   2 0.020
 62752  999.13 3366.71 20.521  2.511 18.010  80   0 0.139  983   1 0.221
 62753 1007.45 3369.67 99.999  9.999 17.843   0   0 9.999  981   1 0.202
 62758 1074.10 3193.07 19.630  1.787 17.843  79   0 0.071  987   1 0.043
 62760 1049.46 3111.69 18.930  1.705 17.225  79   0 0.034  986   2 0.021
 62761 1003.67 3116.38 20.788  1.281 19.508  79   0 0.136  985   0 0.151
 62783 1077.72 3169.33 20.151  1.687 18.464  79   0 0.076  984   3 0.058
 62790 1071.61 3304.05 20.367  2.280 18.087  79   0 0.099  986   1 0.042
 62792  984.18 3317.59 19.853  1.634 18.219  78   0 0.066  985   3 0.047
 62793 1025.40 3319.36 18.899  1.664 17.235  79   0 0.029  987   1 0.022
 62794  967.99 3320.54 19.756  1.946 17.810  80   0 0.071  985   3 0.041
 62796 1081.65 3332.70 99.999  9.999 18.373   0   0 9.999  986   0 0.057
 63115  937.05 3052.95 19.418  1.799 17.619  77   1 0.046  984   4 0.044
 63119  941.25 3053.07 19.456  1.491 17.964  78   0 0.051  986   2 0.044
 63120 1097.20 3053.53 19.932  1.756 18.176  78   0 0.067  984   2 0.044
 63129 1092.11 3060.01 19.270  1.490 17.780  79   0 0.054  983   5 0.047
 63135  971.85 3061.96 19.885  1.094 18.791  78   0 0.071  986   1 0.080
 63136 1026.31 3062.05 19.965  1.244 18.721  78   0 0.069  987   1 0.071
 63145 1077.67 3066.97 19.793  1.814 17.979  78   0 0.047  984   1 0.040
 63148  957.49 3070.42 19.322  1.462 17.860  78   0 0.042  987   0 0.035
 63150  922.38 3072.70 19.064  1.565 17.498  78   0 0.030  986   2 0.025
 63151  910.05 3071.64 19.607  1.327 18.280  78   0 0.039  986   2 0.047
 63154  916.06 3074.24 19.974  1.740 18.233  78   0 0.061  984   1 0.045
 63155  962.96 3075.66 19.452  1.442 18.010  78   0 0.037  983   4 0.038
 63156 1013.45 3076.47 18.883  1.367 17.515  78   0 0.024  984   2 0.025
 63157 1029.30 3076.95 19.803  1.195 18.608  78   0 0.055  987   1 0.065
 63160  988.40 3078.98 19.669  1.511 18.158  78   0 0.045  985   1 0.041
 63163 1045.51 3083.77 19.411  1.384 18.026  78   0 0.045  986   2 0.040
 63165 1001.42 3086.12 20.646  2.237 18.409  78   0 0.129  985   1 0.052
 63166  969.85 3087.73 19.271  1.486 17.785  78   0 0.034  986   0 0.031
 63173  993.63 3095.96 19.548  1.645 17.903  78   0 0.044  984   1 0.035
 63174  969.40 3098.81 18.945  1.219 17.726  78   0 0.038  987   1 0.028
 63177 1076.63 3103.55 19.337  1.431 17.906  79   0 0.037  984   4 0.036
 63178 1073.57 3099.89 19.673  1.425 18.248  79   0 0.045  985   2 0.047
 63179  924.24 3100.95 19.155  1.521 17.633  78   0 0.028  986   1 0.027
 63182  941.11 3103.45 19.401  1.257 18.144  78   0 0.041  986   0 0.042
 63187  940.28 3110.72 19.423  1.283 18.140  78   0 0.046  986   1 0.042
 63188  986.86 3109.90 19.518  1.343 18.175  78   0 0.034  986   1 0.043
 63190 1068.14 3113.30 19.734  1.692 18.042  79   0 0.056  987   0 0.046
 63192 1086.04 3114.21 19.720  1.603 18.118  79   0 0.071  986   2 0.071
