2457436.86298 16.537 0.009 7.36 447.0
2457439.84224 16.533 0.010 6.37 726.0
2457441.89470 16.536 0.007 4.26 1020.0
2457446.81784 16.551 0.006 4.57 555.0
2457448.82513 16.546 0.006 4.84 493.0
2457451.88236 16.528 0.008 4.43 1085.0
2457454.86332 16.564 0.007 4.89 406.0
2457456.88231 16.539 0.007 5.75 435.0
2457458.88904 16.535 0.006 4.65 357.0
2457461.89780 16.534 0.006 3.95 391.0
2457464.82976 16.525 0.006 4.60 493.0
2457467.80777 16.536 0.007 5.23 534.0
2457470.89348 16.536 0.007 4.75 541.0
2457472.81378 16.546 0.007 4.95 583.0
2457474.82706 16.524 0.007 5.49 577.0
2457475.85861 16.543 0.009 6.52 622.0
2457476.77880 16.536 0.007 4.28 762.0
2457480.78074 16.564 0.009 7.20 457.0
2457485.73382 16.527 0.008 7.03 373.0
2457486.83997 16.541 0.007 5.90 398.0
2457488.73507 16.532 0.006 5.25 408.0
2457491.74753 16.539 0.007 6.06 424.0
2457492.79291 16.546 0.006 4.08 383.0
2457493.78038 16.524 0.006 4.62 322.0
2457494.76699 16.539 0.006 4.45 340.0
2457495.74733 16.545 0.007 4.91 453.0
2457497.89336 16.548 0.007 5.42 441.0
2457498.91074 16.545 0.007 5.65 452.0
2457499.85447 16.530 0.007 4.94 535.0
2457500.79497 16.535 0.008 5.42 624.0
2457507.83277 16.535 0.006 4.05 499.0
2457508.88355 16.540 0.006 3.71 427.0
2457511.73006 16.539 0.006 4.22 381.0
2457516.64212 16.534 0.008 6.20 454.0
2457516.65682 16.542 0.007 5.83 414.0
2457523.89624 16.548 0.007 5.70 454.0
2457526.91043 16.532 0.008 6.14 629.0
2457530.78460 16.542 0.008 5.04 804.0
2457534.90326 16.530 0.009 4.42 2145.0
2457536.90149 16.539 0.007 4.93 1040.0
2457546.76490 16.544 0.006 4.89 361.0
2457547.69497 16.546 0.007 5.98 328.0
2457548.93037 16.525 0.006 5.92 619.0
